"文件","起始行","结束行","符号","类型","作用"
"components/chat-shell.tsx","633","633","函数@633","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","653","668","函数@653","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","658","658","函数@658","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","662","662","函数@662","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","673","683","函数@673","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","676","681","函数@676","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","677","680","函数@677","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","688","708","函数@688","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","696","696","函数@696","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","696","696","函数@696","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","712","728","函数@712","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","717","726","函数@717","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","718","725","函数@718","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","731","746","函数@731","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","751","797","函数@751","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","759","762","projectWithLocalFolder","变量","保存或计算 projectWithLocalFolder 所需的数据"
"components/chat-shell.tsx","763","763","函数@763","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","779","791","函数@779","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","780","791","函数@780","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","783","783","函数@783","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","802","857","函数@802","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","815","828","函数@815","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","816","828","函数@816","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","820","823","函数@820","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","831","841","函数@831","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","840","840","函数@840","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","861","876","函数@861","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","878","893","函数@878","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","895","901","函数@895","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","896","899","函数@896","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","898","898","函数@898","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","904","915","函数@904","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","905","905","函数@905","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","906","914","函数@906","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","908","908","函数@908","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","910","910","函数@910","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","919","921","函数@919","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","923","928","函数@923","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","924","925","函数@924","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","930","933","函数@930","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","936","940","函数@936","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","938","938","函数@938","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","944","949","函数@944","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","945","946","函数@945","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","952","986","函数@952","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","953","953","函数@953","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","954","954","函数@954","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","996","1017","函数@996","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1004","1004","函数@1004","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1022","1050","函数@1022","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1041","1041","函数@1041","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1054","1066","函数@1054","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1069","1307","函数@1069","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1094","1108","函数@1094","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1095","1095","函数@1095","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1128","1128","函数@1128","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1136","1144","appendToAssistant","变量","保存或计算 appendToAssistant 所需的数据"
"components/chat-shell.tsx","1136","1144","函数@1136","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1137","1141","函数@1137","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1183","1197","函数@1183","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1184","1197","函数@1184","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1198","1211","函数@1198","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1206","1207","函数@1206","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1212","1225","函数@1212","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1220","1221","函数@1220","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1226","1239","函数@1226","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1240","1256","函数@1240","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1241","1254","函数@1241","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1248","1251","函数@1248","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1257","1267","函数@1257","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1259","1259","函数@1259","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1326","1412","函数@1326","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1354","1354","函数@1354","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1359","1359","函数@1359","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1366","1366","函数@1366","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1383","1383","函数@1383","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1393","1394","函数@1393","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1417","1441","函数@1417","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1427","1437","函数@1427","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1428","1436","函数@1428","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1451","1528","函数@1451","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1473","1474","函数@1473","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1474","1474","函数@1474","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1476","1480","函数@1476","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1477","1480","函数@1477","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1479","1479","函数@1479","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1503","1503","函数@1503","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1537","1571","函数@1537","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1581","1590","函数@1581","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1592","1598","函数@1592","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1605","1611","函数@1605","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1607","1609","函数@1607","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1610","1610","函数@1610","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1616","1629","函数@1616","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1623","1623","函数@1623","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1637","1643","函数@1637","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1646","1655","函数@1646","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1660","1667","函数@1660","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1673","1673","函数@1673","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1697","1697","函数@1697","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1705","1706","函数@1705","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1720","1720","函数@1720","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1746","1746","函数@1746","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1800","1836","函数@1800","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1807","1807","函数@1807","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1819","1819","函数@1819","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1828","1828","函数@1828","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1853","1946","函数@1853","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1873","1933","函数@1873","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1890","1890","函数@1890","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1907","1907","函数@1907","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1958","1972","函数@1958","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1962","1962","函数@1962","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","1963","1963","函数@1963","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2021","2021","函数@2021","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2038","2038","函数@2038","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2103","2103","函数@2103","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2115","2122","函数@2115","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2120","2120","函数@2120","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2126","2129","函数@2126","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2127","2128","函数@2127","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2128","2128","函数@2128","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2154","2154","函数@2154","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2168","2168","函数@2168","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2169","2169","函数@2169","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2170","2170","函数@2170","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2176","2176","函数@2176","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2177","2177","函数@2177","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2178","2178","函数@2178","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2185","2185","函数@2185","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2193","2196","函数@2193","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2212","2212","函数@2212","函数","实现 匿名逻辑 的调用与控制流程"
"components/chat-shell.tsx","2220","2220","函数@2220","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/chat-models.ts","8","8","ChatModelTier","类型","定义 ChatModelTier 的数据契约"
"lib/ai/chat-models.ts","12","12","ChatModelProvider","类型","定义 ChatModelProvider 的数据契约"
"lib/ai/chat-models.ts","14","25","ChatModelOption","类型","定义 ChatModelOption 的数据契约"
"lib/ai/chat-models.ts","76","78","isChatModelTier","函数","实现 isChatModelTier 的调用与控制流程"
"lib/ai/chat-models.ts","80","85","getChatModelOption","函数","实现 getChatModelOption 的调用与控制流程"
"lib/ai/chat-models.ts","82","82","函数@82","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/errors.ts","1","14","AIProviderError","类","封装 AIProviderError 的状态和行为"
"lib/ai/image-generation.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/ai/image-generation.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/ai/image-generation.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/ai/image-generation.ts","11","22","getOpenAIClient","函数","实现 getOpenAIClient 的调用与控制流程"
"lib/ai/image-generation.ts","24","30","textFromMessage","函数","实现 textFromMessage 的调用与控制流程"
"lib/ai/image-generation.ts","27","27","函数@27","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/image-generation.ts","28","28","函数@28","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/image-generation.ts","32","36","compact","函数","实现 compact 的调用与控制流程"
"lib/ai/image-generation.ts","38","77","isGptImageRequest","函数","实现 isGptImageRequest 的调用与控制流程"
"lib/ai/image-generation.ts","79","109","buildImagePrompt","函数","实现 buildImagePrompt 的调用与控制流程"
"lib/ai/image-generation.ts","81","81","函数@81","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/image-generation.ts","83","86","函数@83","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/image-generation.ts","87","87","函数@87","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/image-generation.ts","111","153","generateResearchImage","函数","实现 generateResearchImage 的调用与控制流程"
"lib/ai/openai.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/ai/openai.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/ai/openai.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/ai/openai.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/ai/openai.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/ai/openai.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/ai/openai.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/ai/openai.ts","10","10","导入@10","导入","引入本文件依赖"
"lib/ai/openai.ts","15","26","getOpenAIClient","函数","实现 getOpenAIClient 的调用与控制流程"
"lib/ai/openai.ts","28","42","getDeepSeekClient","函数","实现 getDeepSeekClient 的调用与控制流程"
"lib/ai/openai.ts","44","50","ResponsesChatOptions","类型","定义 ResponsesChatOptions 的数据契约"
"lib/ai/openai.ts","52","216","openResponsesChatStream","函数","实现 openResponsesChatStream 的调用与控制流程"
"lib/ai/openai.ts","76","76","函数@76","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","77","83","函数@77","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","81","81","函数@81","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","82","82","函数@82","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","87","87","函数@87","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","88","102","函数@88","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","93","100","函数@93","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","172","175","函数@172","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","218","307","openDeepSeekChatStream","函数","实现 openDeepSeekChatStream 的调用与控制流程"
"lib/ai/openai.ts","309","311","getTextModel","函数","实现 getTextModel 的调用与控制流程"
"lib/ai/openai.ts","313","315","getVisionModel","函数","实现 getVisionModel 的调用与控制流程"
"lib/ai/openai.ts","317","323","getModelForMessages","函数","实现 getModelForMessages 的调用与控制流程"
"lib/ai/openai.ts","325","359","toOpenAIMessages","函数","实现 toOpenAIMessages 的调用与控制流程"
"lib/ai/openai.ts","328","358","函数@328","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","337","337","函数@337","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","338","338","函数@338","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","348","348","函数@348","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","349","349","函数@349","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","361","423","openChatCompletionStream","函数","实现 openChatCompletionStream 的调用与控制流程"
"lib/ai/openai.ts","376","400","函数@376","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","380","398","函数@380","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/openai.ts","425","441","logStreamResponseModel","函数","实现 logStreamResponseModel 的调用与控制流程"
"lib/ai/openai.ts","443","466","openaiProvider","变量","保存或计算 openaiProvider 所需的数据"
"lib/ai/openai.ts","446","465","streamChat","方法","实现 streamChat 的调用与控制流程"
"lib/ai/openai.ts","468","497","toProviderError","函数","实现 toProviderError 的调用与控制流程"
"lib/ai/provider.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/ai/provider.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/ai/provider.ts","5","12","导入@5","导入","引入本文件依赖"
"lib/ai/provider.ts","13","13","导入@13","导入","引入本文件依赖"
"lib/ai/provider.ts","15","15","导出@15","导出","向其他模块公开能力"
"lib/ai/provider.ts","16","16","导出@16","导出","向其他模块公开能力"
"lib/ai/provider.ts","18","41","PROVIDER_REGISTRY","变量","保存或计算 PROVIDER_REGISTRY 所需的数据"
"lib/ai/provider.ts","22","27","函数@22","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","31","39","函数@31","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","43","61","parseProviderName","函数","实现 parseProviderName 的调用与控制流程"
"lib/ai/provider.ts","63","65","getConfiguredProviderName","函数","实现 getConfiguredProviderName 的调用与控制流程"
"lib/ai/provider.ts","67","71","getAIProvider","函数","实现 getAIProvider 的调用与控制流程"
"lib/ai/provider.ts","73","79","streamChatText","函数","实现 streamChatText 的调用与控制流程"
"lib/ai/provider.ts","81","114","createChatStream","函数","实现 createChatStream 的调用与控制流程"
"lib/ai/provider.ts","90","90","函数@90","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","94","97","streamOptions","变量","保存或计算 streamOptions 所需的数据"
"lib/ai/provider.ts","100","109","start","方法","实现 start 的调用与控制流程"
"lib/ai/provider.ts","110","112","cancel","方法","实现 cancel 的调用与控制流程"
"lib/ai/provider.ts","116","158","createConnectedChatStream","函数","实现 createConnectedChatStream 的调用与控制流程"
"lib/ai/provider.ts","125","125","函数@125","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","129","132","streamOptions","变量","保存或计算 streamOptions 所需的数据"
"lib/ai/provider.ts","138","150","start","方法","实现 start 的调用与控制流程"
"lib/ai/provider.ts","151","153","cancel","方法","实现 cancel 的调用与控制流程"
"lib/ai/provider.ts","160","173","normalizeStreamError","函数","实现 normalizeStreamError 的调用与控制流程"
"lib/ai/provider.ts","175","269","validateMessageContent","函数","实现 validateMessageContent 的调用与控制流程"
"lib/ai/provider.ts","241","241","函数@241","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","255","256","函数@255","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","258","258","函数@258","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/provider.ts","271","313","validateChatMessages","函数","实现 validateChatMessages 的调用与控制流程"
"lib/ai/types.ts","1","1","ChatRole","类型","定义 ChatRole 的数据契约"
"lib/ai/types.ts","3","6","TextContentPart","类型","定义 TextContentPart 的数据契约"
"lib/ai/types.ts","8","14","ImageContentPart","类型","定义 ImageContentPart 的数据契约"
"lib/ai/types.ts","16","16","MessageContentPart","类型","定义 MessageContentPart 的数据契约"
"lib/ai/types.ts","18","18","MessageContent","类型","定义 MessageContent 的数据契约"
"lib/ai/types.ts","20","23","ChatMessage","类型","定义 ChatMessage 的数据契约"
"lib/ai/types.ts","25","30","StreamChatOptions","类型","定义 StreamChatOptions 的数据契约"
"lib/ai/types.ts","32","32","AIProviderName","类型","定义 AIProviderName 的数据契约"
"lib/ai/types.ts","34","37","AIProviderAdapter","接口","定义 AIProviderAdapter 的数据契约"
"lib/ai/types.ts","39","44","messageHasImageContent","函数","实现 messageHasImageContent 的调用与控制流程"
"lib/ai/types.ts","42","42","函数@42","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/types.ts","46","48","messagesIncludeImages","函数","实现 messagesIncludeImages 的调用与控制流程"
"lib/ai/types.ts","50","60","getTextFromMessageContent","函数","实现 getTextFromMessageContent 的调用与控制流程"
"lib/ai/types.ts","56","56","函数@56","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/types.ts","57","57","函数@57","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/usage-ledger.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/ai/usage-ledger.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/ai/usage-ledger.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/ai/usage-ledger.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/ai/usage-ledger.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/ai/usage-ledger.ts","7","7","UsageEvent","类型","定义 UsageEvent 的数据契约"
"lib/ai/usage-ledger.ts","9","14","dailyBudgetUsd","函数","实现 dailyBudgetUsd 的调用与控制流程"
"lib/ai/usage-ledger.ts","16","46","assertDailyAiBudgetAvailable","函数","实现 assertDailyAiBudgetAvailable 的调用与控制流程"
"lib/ai/usage-ledger.ts","37","37","函数@37","函数","实现 匿名逻辑 的调用与控制流程"
"lib/ai/usage-ledger.ts","48","78","recordAiUsage","函数","实现 recordAiUsage 的调用与控制流程"
"lib/chat/client.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/client.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/client.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/client.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/chat/client.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/chat/client.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/chat/client.ts","10","30","ChatProjectContext","类型","定义 ChatProjectContext 的数据契约"
"lib/chat/client.ts","32","40","ChatClientError","类","封装 ChatClientError 的状态和行为"
"lib/chat/client.ts","42","48","isAbortError","函数","实现 isAbortError 的调用与控制流程"
"lib/chat/client.ts","50","57","AttachmentErrorPayload","类型","定义 AttachmentErrorPayload 的数据契约"
"lib/chat/client.ts","59","66","AttachmentPreparationResult","类型","定义 AttachmentPreparationResult 的数据契约"
"lib/chat/client.ts","68","103","parseApiError","函数","实现 parseApiError 的调用与控制流程"
"lib/chat/client.ts","105","170","prepareMessagesWithAttachments","函数","实现 prepareMessagesWithAttachments 的调用与控制流程"
"lib/chat/client.ts","172","296","streamChatResponse","函数","实现 streamChatResponse 的调用与控制流程"
"lib/chat/context-budget.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/context-budget.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/context-budget.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/context-budget.ts","5","10","TOTAL_CHARACTER_BUDGET","变量","保存或计算 TOTAL_CHARACTER_BUDGET 所需的数据"
"lib/chat/context-budget.ts","12","17","MESSAGE_CHARACTER_BUDGET","变量","保存或计算 MESSAGE_CHARACTER_BUDGET 所需的数据"
"lib/chat/context-budget.ts","19","38","truncateContent","函数","实现 truncateContent 的调用与控制流程"
"lib/chat/context-budget.ts","40","74","applyChatContextBudget","函数","实现 applyChatContextBudget 的调用与控制流程"
"lib/chat/context-budget.ts","44","44","函数@44","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-budget.ts","45","45","函数@45","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-budget.ts","76","90","insertContextBeforeLastUser","函数","实现 insertContextBeforeLastUser 的调用与控制流程"
"lib/chat/context-budget.ts","81","81","函数@81","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/context-bundle.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/context-bundle.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/context-bundle.ts","5","39","ContextBundle","类型","定义 ContextBundle 的数据契约"
"lib/chat/context-bundle.ts","48","52","compact","函数","实现 compact 的调用与控制流程"
"lib/chat/context-bundle.ts","54","62","stripGeneratedFileFooter","函数","实现 stripGeneratedFileFooter 的调用与控制流程"
"lib/chat/context-bundle.ts","64","67","lastUserText","函数","实现 lastUserText 的调用与控制流程"
"lib/chat/context-bundle.ts","65","65","函数@65","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","69","85","previousAssistantTextBeforeLastUser","函数","实现 previousAssistantTextBeforeLastUser 的调用与控制流程"
"lib/chat/context-bundle.ts","71","71","函数@71","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","87","102","recentConversationSummary","函数","实现 recentConversationSummary 的调用与控制流程"
"lib/chat/context-bundle.ts","89","89","函数@89","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","91","98","函数@91","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","104","151","activeFilesSummary","函数","实现 activeFilesSummary 的调用与控制流程"
"lib/chat/context-bundle.ts","119","142","函数@119","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","120","121","函数@120","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","125","134","函数@125","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","153","167","buildMemorySummary","函数","实现 buildMemorySummary 的调用与控制流程"
"lib/chat/context-bundle.ts","169","171","hasAny","函数","实现 hasAny 的调用与控制流程"
"lib/chat/context-bundle.ts","170","170","函数@170","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/context-bundle.ts","173","180","isArtifactFollowUp","函数","实现 isArtifactFollowUp 的调用与控制流程"
"lib/chat/context-bundle.ts","182","189","isRevisionFollowUp","函数","实现 isRevisionFollowUp 的调用与控制流程"
"lib/chat/context-bundle.ts","191","196","isCritiqueFollowUp","函数","实现 isCritiqueFollowUp 的调用与控制流程"
"lib/chat/context-bundle.ts","198","203","isFileAnalysisRequest","函数","实现 isFileAnalysisRequest 的调用与控制流程"
"lib/chat/context-bundle.ts","205","210","selectedLocalFileCount","函数","实现 selectedLocalFileCount 的调用与控制流程"
