"文件","行号","所在符号","行类型","作用","代码摘要"
"components/chat-shell.tsx","2178","函数@2178","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@2178”函数","onClose={() => setToolPanelOpen(false)}"
"components/chat-shell.tsx","2179","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","/>"
"components/chat-shell.tsx","2180","ChatShell","空行","分隔代码结构，提高可读性；属于“ChatShell”函数",""
"components/chat-shell.tsx","2181","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","{pendingProjectTranslation && ("
"components/chat-shell.tsx","2182","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<ProjectTranslationDialog"
"components/chat-shell.tsx","2183","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","files={pendingProjectTranslation.files}"
"components/chat-shell.tsx","2184","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","initialOutputMode={pendingProjectTranslation.outputMode}"
"components/chat-shell.tsx","2185","函数@2185","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@2185”函数","onClose={() => setPendingProjectTranslation(null)}"
"components/chat-shell.tsx","2186","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","/>"
"components/chat-shell.tsx","2187","ChatShell","结构结束","结束当前语句、对象或作用域；属于“ChatShell”函数",")}"
"components/chat-shell.tsx","2188","ChatShell","空行","分隔代码结构，提高可读性；属于“ChatShell”函数",""
"components/chat-shell.tsx","2189","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","{newProjectDialogOpen && ("
"components/chat-shell.tsx","2190","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<div className=""fixed inset-0 z-[70] flex items-center justify-center bg-black/30 px-4"">"
"components/chat-shell.tsx","2191","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<form"
"components/chat-shell.tsx","2192","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","className=""w-full max-w-md border border-gray-200 bg-white p-5 shadow-2xl"""
"components/chat-shell.tsx","2193","函数@2193","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@2193”函数","onSubmit={(event) => {"
"components/chat-shell.tsx","2194","函数@2193","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@2193”函数","event.preventDefault();"
"components/chat-shell.tsx","2195","函数@2193","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@2193”函数","createBlankProject();"
"components/chat-shell.tsx","2196","函数@2193","结构结束","结束当前语句、对象或作用域；属于“函数@2193”函数","}}"
"components/chat-shell.tsx","2197","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数",">"
"components/chat-shell.tsx","2198","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<h2 className=""text-lg font-bold text-gray-950"">创建新项目</h2>"
"components/chat-shell.tsx","2199","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<p className=""mt-1 text-sm leading-6 text-gray-500"">"
"components/chat-shell.tsx","2200","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","项目会保存对应的聊天、文献文件夹和后续任务，方便下次继续。"
"components/chat-shell.tsx","2201","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</p>"
"components/chat-shell.tsx","2202","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<label"
"components/chat-shell.tsx","2203","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","htmlFor=""new-project-name"""
"components/chat-shell.tsx","2204","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","className=""mt-4 block text-xs font-bold text-gray-700"""
"components/chat-shell.tsx","2205","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数",">"
"components/chat-shell.tsx","2206","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","项目名称"
"components/chat-shell.tsx","2207","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</label>"
"components/chat-shell.tsx","2208","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<input"
"components/chat-shell.tsx","2209","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","id=""new-project-name"""
"components/chat-shell.tsx","2210","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","autoFocus"
"components/chat-shell.tsx","2211","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","value={newProjectName}"
"components/chat-shell.tsx","2212","函数@2212","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@2212”函数","onChange={(event) => setNewProjectName(event.target.value)}"
"components/chat-shell.tsx","2213","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","placeholder=""例如：有机催化文献综述"""
"components/chat-shell.tsx","2214","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","maxLength={80}"
"components/chat-shell.tsx","2215","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","className=""mt-2 h-11 w-full border border-gray-300 px-3 text-sm outline-none focus:border-blue-500"""
"components/chat-shell.tsx","2216","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","/>"
"components/chat-shell.tsx","2217","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<div className=""mt-5 flex justify-end gap-2"">"
"components/chat-shell.tsx","2218","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<button"
"components/chat-shell.tsx","2219","ChatShell","数据契约","定义结构化数据、状态或枚举约束；属于“ChatShell”函数","type=""button"""
"components/chat-shell.tsx","2220","函数@2220","界面逻辑","构建界面、状态或用户交互；属于“函数@2220”函数","onClick={() => setNewProjectDialogOpen(false)}"
"components/chat-shell.tsx","2221","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","className=""h-10 border border-gray-300 px-4 text-sm font-bold text-gray-700 hover:bg-gray-50"""
"components/chat-shell.tsx","2222","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数",">"
"components/chat-shell.tsx","2223","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","取消"
"components/chat-shell.tsx","2224","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</button>"
"components/chat-shell.tsx","2225","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","<button"
"components/chat-shell.tsx","2226","ChatShell","数据契约","定义结构化数据、状态或枚举约束；属于“ChatShell”函数","type=""submit"""
"components/chat-shell.tsx","2227","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","disabled={!newProjectName.trim()}"
"components/chat-shell.tsx","2228","ChatShell","界面逻辑","构建界面、状态或用户交互；属于“ChatShell”函数","className=""h-10 bg-blue-700 px-4 text-sm font-bold text-white hover:bg-blue-800 disabled:bg-gray-200 disabled:text-gray-400"""
"components/chat-shell.tsx","2229","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数",">"
"components/chat-shell.tsx","2230","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","创建并进入"
"components/chat-shell.tsx","2231","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</button>"
"components/chat-shell.tsx","2232","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</div>"
"components/chat-shell.tsx","2233","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</form>"
"components/chat-shell.tsx","2234","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</div>"
"components/chat-shell.tsx","2235","ChatShell","结构结束","结束当前语句、对象或作用域；属于“ChatShell”函数",")}"
"components/chat-shell.tsx","2236","ChatShell","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatShell”函数","</div>"
"components/chat-shell.tsx","2237","ChatShell","结构结束","结束当前语句、对象或作用域；属于“ChatShell”函数",");"
"components/chat-shell.tsx","2238","ChatShell","结构结束","结束当前语句、对象或作用域；属于“ChatShell”函数","}"
"components/chat-shell.tsx","2239","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","1","(模块顶层)","公开接口","定义或导出供其他模块调用的能力；属于文件顶层","export const CHAT_MODEL_TIERS = ["
"lib/ai/chat-models.ts","2","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","""economy"","
"lib/ai/chat-models.ts","3","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","""standard"","
"lib/ai/chat-models.ts","4","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","""professional"","
"lib/ai/chat-models.ts","5","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","""flagship"","
"lib/ai/chat-models.ts","6","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","] as const;"
"lib/ai/chat-models.ts","7","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","8","ChatModelTier","公开接口","定义或导出供其他模块调用的能力；属于“ChatModelTier”类型","export type ChatModelTier = (typeof CHAT_MODEL_TIERS)[number];"
"lib/ai/chat-models.ts","9","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","10","(模块顶层)","公开接口","定义或导出供其他模块调用的能力；属于文件顶层","export const DEFAULT_CHAT_MODEL_TIER: ChatModelTier = ""economy"";"
"lib/ai/chat-models.ts","11","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","12","ChatModelProvider","公开接口","定义或导出供其他模块调用的能力；属于“ChatModelProvider”类型","export type ChatModelProvider = ""deepseek"" | ""openai"";"
"lib/ai/chat-models.ts","13","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","14","ChatModelOption","公开接口","定义或导出供其他模块调用的能力；属于“ChatModelOption”类型","export type ChatModelOption = {"
"lib/ai/chat-models.ts","15","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","tier: ChatModelTier;"
"lib/ai/chat-models.ts","16","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","label: string;"
"lib/ai/chat-models.ts","17","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","description: string;"
"lib/ai/chat-models.ts","18","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","model: string;"
"lib/ai/chat-models.ts","19","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","provider: ChatModelProvider;"
"lib/ai/chat-models.ts","20","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","reasoningEffort: ""none"" | ""low"" | ""medium"";"
"lib/ai/chat-models.ts","21","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","maxOutputTokens: number;"
"lib/ai/chat-models.ts","22","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","maxVisuals: number;"
"lib/ai/chat-models.ts","23","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","expensive?: boolean;"
"lib/ai/chat-models.ts","24","ChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ChatModelOption”类型","costWarning?: string;"
"lib/ai/chat-models.ts","25","ChatModelOption","结构结束","结束当前语句、对象或作用域；属于“ChatModelOption”类型","};"
"lib/ai/chat-models.ts","26","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","27","(模块顶层)","公开接口","定义或导出供其他模块调用的能力；属于文件顶层","export const CHAT_MODEL_OPTIONS: readonly ChatModelOption[] = ["
"lib/ai/chat-models.ts","28","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","{"
"lib/ai/chat-models.ts","29","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","tier: ""economy"","
"lib/ai/chat-models.ts","30","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","label: ""ResearchGPT Nano"","
"lib/ai/chat-models.ts","31","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","description: ""经济型，适合日常问答、摘要和简单整理。"","
"lib/ai/chat-models.ts","32","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","model: ""deepseek-v4-flash"","
"lib/ai/chat-models.ts","33","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","provider: ""deepseek"","
"lib/ai/chat-models.ts","34","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","reasoningEffort: ""none"","
"lib/ai/chat-models.ts","35","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxOutputTokens: 3200,"
"lib/ai/chat-models.ts","36","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxVisuals: 1,"
"lib/ai/chat-models.ts","37","(模块顶层)","结构结束","结束当前语句、对象或作用域；属于文件顶层","},"
"lib/ai/chat-models.ts","38","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","{"
"lib/ai/chat-models.ts","39","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","tier: ""standard"","
"lib/ai/chat-models.ts","40","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","label: ""ResearchGPT Mini"","
"lib/ai/chat-models.ts","41","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","description: ""标准型，适合较复杂分析和 1-3 张专业图表。"","
"lib/ai/chat-models.ts","42","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","model: ""deepseek-v4-pro"","
"lib/ai/chat-models.ts","43","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","provider: ""deepseek"","
"lib/ai/chat-models.ts","44","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","reasoningEffort: ""low"","
"lib/ai/chat-models.ts","45","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxOutputTokens: 4500,"
"lib/ai/chat-models.ts","46","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxVisuals: 3,"
"lib/ai/chat-models.ts","47","(模块顶层)","结构结束","结束当前语句、对象或作用域；属于文件顶层","},"
"lib/ai/chat-models.ts","48","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","{"
"lib/ai/chat-models.ts","49","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","tier: ""professional"","
"lib/ai/chat-models.ts","50","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","label: ""ResearchGPT Pro"","
"lib/ai/chat-models.ts","51","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","description: ""专业型，调用当前可用的 GPT 专业模型，适合高质量科研分析。"","
"lib/ai/chat-models.ts","52","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","model: ""gpt-5.4"","
"lib/ai/chat-models.ts","53","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","provider: ""openai"","
"lib/ai/chat-models.ts","54","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","reasoningEffort: ""medium"","
"lib/ai/chat-models.ts","55","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxOutputTokens: 7000,"
"lib/ai/chat-models.ts","56","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxVisuals: 6,"
"lib/ai/chat-models.ts","57","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","expensive: true,"
"lib/ai/chat-models.ts","58","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","costWarning:"
"lib/ai/chat-models.ts","59","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","""专业型将调用 GPT 专业模型，适合高质量科研分析，token 成本高于经济/标准模型。确认继续使用吗？"","
"lib/ai/chat-models.ts","60","(模块顶层)","结构结束","结束当前语句、对象或作用域；属于文件顶层","},"
"lib/ai/chat-models.ts","61","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","{"
"lib/ai/chat-models.ts","62","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","tier: ""flagship"","
"lib/ai/chat-models.ts","63","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","label: ""ResearchGPT Ultra"","
"lib/ai/chat-models.ts","64","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","description: ""旗舰型，调用 GPT5.6SOL，适合最复杂任务。"","
"lib/ai/chat-models.ts","65","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","model: ""gpt-5.6-sol"","
"lib/ai/chat-models.ts","66","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","provider: ""openai"","
"lib/ai/chat-models.ts","67","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","reasoningEffort: ""medium"","
"lib/ai/chat-models.ts","68","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxOutputTokens: 9000,"
"lib/ai/chat-models.ts","69","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","maxVisuals: 8,"
"lib/ai/chat-models.ts","70","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","expensive: true,"
"lib/ai/chat-models.ts","71","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","costWarning:"
"lib/ai/chat-models.ts","72","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","""旗舰型将调用 GPT5.6SOL，适合最复杂任务，但 token 成本最高。确认继续使用吗？"","
"lib/ai/chat-models.ts","73","(模块顶层)","结构结束","结束当前语句、对象或作用域；属于文件顶层","},"
"lib/ai/chat-models.ts","74","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","] as const;"
"lib/ai/chat-models.ts","75","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","76","isChatModelTier","公开接口","定义或导出供其他模块调用的能力；属于“isChatModelTier”函数","export function isChatModelTier(value: unknown): value is ChatModelTier {"
"lib/ai/chat-models.ts","77","isChatModelTier","返回结果","结束当前作用域并向调用方返回值；属于“isChatModelTier”函数","return CHAT_MODEL_TIERS.includes(value as ChatModelTier);"
"lib/ai/chat-models.ts","78","isChatModelTier","结构结束","结束当前语句、对象或作用域；属于“isChatModelTier”函数","}"
"lib/ai/chat-models.ts","79","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/chat-models.ts","80","getChatModelOption","公开接口","定义或导出供其他模块调用的能力；属于“getChatModelOption”函数","export function getChatModelOption(tier: ChatModelTier): ChatModelOption {"
"lib/ai/chat-models.ts","81","getChatModelOption","返回结果","结束当前作用域并向调用方返回值；属于“getChatModelOption”函数","return ("
"lib/ai/chat-models.ts","82","函数@82","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@82”函数","CHAT_MODEL_OPTIONS.find((option) => option.tier === tier) ??"
"lib/ai/chat-models.ts","83","getChatModelOption","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getChatModelOption”函数","CHAT_MODEL_OPTIONS[0]"
"lib/ai/chat-models.ts","84","getChatModelOption","结构结束","结束当前语句、对象或作用域；属于“getChatModelOption”函数",");"
"lib/ai/chat-models.ts","85","getChatModelOption","结构结束","结束当前语句、对象或作用域；属于“getChatModelOption”函数","}"
"lib/ai/chat-models.ts","86","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/errors.ts","1","AIProviderError","公开接口","定义或导出供其他模块调用的能力；属于“AIProviderError”类","export class AIProviderError extends Error {"
"lib/ai/errors.ts","2","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","readonly statusCode: number;"
"lib/ai/errors.ts","3","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","readonly provider?: string;"
"lib/ai/errors.ts","4","AIProviderError","空行","分隔代码结构，提高可读性；属于“AIProviderError”类",""
"lib/ai/errors.ts","5","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","constructor("
"lib/ai/errors.ts","6","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","message: string,"
"lib/ai/errors.ts","7","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","options: { statusCode?: number; provider?: string; cause?: unknown } = {},"
"lib/ai/errors.ts","8","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类",") {"
"lib/ai/errors.ts","9","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","super(message, { cause: options.cause });"
"lib/ai/errors.ts","10","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","this.name = ""AIProviderError"";"
"lib/ai/errors.ts","11","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","this.statusCode = options.statusCode ?? 500;"
"lib/ai/errors.ts","12","AIProviderError","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“AIProviderError”类","this.provider = options.provider;"
"lib/ai/errors.ts","13","AIProviderError","结构结束","结束当前语句、对象或作用域；属于“AIProviderError”类","}"
"lib/ai/errors.ts","14","AIProviderError","结构结束","结束当前语句、对象或作用域；属于“AIProviderError”类","}"
"lib/ai/errors.ts","15","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/image-generation.ts","1","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","// Server-only module. Do not import from client components."
"lib/ai/image-generation.ts","2","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/image-generation.ts","3","导入@3","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@3”导入","import OpenAI from ""openai"";"
"lib/ai/image-generation.ts","4","导入@4","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@4”导入","import { AIProviderError } from ""@/lib/ai/errors"";"
"lib/ai/image-generation.ts","5","导入@5","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@5”导入","import type { ChatMessage } from ""@/lib/ai/types"";"
"lib/ai/image-generation.ts","6","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/image-generation.ts","7","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const DEFAULT_IMAGE_MODEL = ""gpt-image-2"";"
"lib/ai/image-generation.ts","8","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const DEFAULT_IMAGE_SIZE = ""1536x864"";"
"lib/ai/image-generation.ts","9","(模块顶层)","变量/计算","声明状态、配置或中间计算结果；属于文件顶层","const DEFAULT_IMAGE_QUALITY = ""high"";"
"lib/ai/image-generation.ts","10","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/image-generation.ts","11","getOpenAIClient","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getOpenAIClient”函数","function getOpenAIClient(): OpenAI {"
"lib/ai/image-generation.ts","12","getOpenAIClient","变量/计算","声明状态、配置或中间计算结果；属于“getOpenAIClient”函数","const apiKey = process.env.OPENAI_API_KEY;"
"lib/ai/image-generation.ts","13","getOpenAIClient","空行","分隔代码结构，提高可读性；属于“getOpenAIClient”函数",""
"lib/ai/image-generation.ts","14","getOpenAIClient","条件分支","根据运行条件选择执行路径；属于“getOpenAIClient”函数","if (!apiKey) {"
"lib/ai/image-generation.ts","15","getOpenAIClient","错误终止","在约束不满足时中止当前流程；属于“getOpenAIClient”函数","throw new AIProviderError(""OPENAI_API_KEY is not configured"", {"
"lib/ai/image-generation.ts","16","getOpenAIClient","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getOpenAIClient”函数","statusCode: 500,"
"lib/ai/image-generation.ts","17","getOpenAIClient","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“getOpenAIClient”函数","provider: ""openai"","
"lib/ai/image-generation.ts","18","getOpenAIClient","结构结束","结束当前语句、对象或作用域；属于“getOpenAIClient”函数","});"
"lib/ai/image-generation.ts","19","getOpenAIClient","结构结束","结束当前语句、对象或作用域；属于“getOpenAIClient”函数","}"
"lib/ai/image-generation.ts","20","getOpenAIClient","空行","分隔代码结构，提高可读性；属于“getOpenAIClient”函数",""
"lib/ai/image-generation.ts","21","getOpenAIClient","返回结果","结束当前作用域并向调用方返回值；属于“getOpenAIClient”函数","return new OpenAI({ apiKey });"
"lib/ai/image-generation.ts","22","getOpenAIClient","结构结束","结束当前语句、对象或作用域；属于“getOpenAIClient”函数","}"
"lib/ai/image-generation.ts","23","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/ai/image-generation.ts","24","textFromMessage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“textFromMessage”函数","function textFromMessage(message: ChatMessage): string {"
"lib/ai/image-generation.ts","25","textFromMessage","条件分支","根据运行条件选择执行路径；属于“textFromMessage”函数","if (typeof message.content === ""string"") return message.content;"
"lib/ai/image-generation.ts","26","textFromMessage","返回结果","结束当前作用域并向调用方返回值；属于“textFromMessage”函数","return message.content"
"lib/ai/image-generation.ts","27","函数@27","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@27”函数",".filter((part) => part.type === ""text"")"
"lib/ai/image-generation.ts","28","函数@28","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“函数@28”函数",".map((part) => part.text)"
"lib/ai/image-generation.ts","29","textFromMessage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“textFromMessage”函数",".join(""\n"");"
"lib/ai/image-generation.ts","30","textFromMessage","结构结束","结束当前语句、对象或作用域；属于“textFromMessage”函数","}"
